DrugID,Smiles,Description,Targets,Targets_DrugBank,Smile
DB09300,CCCC[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,"Butylscopolamine is a peripherally acting antimuscarinic, anticholinergic agent. It is used to treat pain and discomfort caused by abdominal cramps, menstrual cramps, or other spasmodic activity in the digestive system. It is also effective at preventing bladder spasms. It is not a pain medication in the normal sense, since it does not directly affect pain, but rather works to prevent painful cramps and spasms from occurring. It is on the WHO Model List of Essential Medicines, the most important medications needed in a basic health system.",P20309|P08172,BE0000045|BE0000560,3|18|20|41|45|52|61|109|114|139|170|222|298|319|329|395|399|405|409|410|416|418|424|430|456|482|508|538|540|545|563|564|625|679|690|708|716|717|723|729|737|754|775|797|810|816|848|861|873
DB00483,[I-].[I-].[I-].CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC,"A synthetic nondepolarizing blocking drug. The actions of gallamine triethiodide are similar to those of tubocurarine, but this agent blocks the cardiac vagus and may cause sinus tachycardia and, occasionally, hypertension and increased cardiac output. It should be used cautiously in patients at risk from increased heart rate but may be preferred for patients with bradycardia. (From AMA Drug Evaluations Annual, 1992, p198)",P08172|P22303|Q15822|P11229|P08912,BE0000560|BE0000426|BE0000738|BE0000092|BE0000247,114|134|145|179|188|231|258|298|310|326|412|424|521|529|545|546|564|589|623|637|664|679|710|716|775|799|849
DB00804,CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1,"Dicyclomine is a muscarinic M1, M3, and M2 receptor antagonist as well as a non-competitive inhibitor of histamine and bradykinin used to treat spasms of the intestines seen in functional bowel disorder and irritable bowel syndrome.[A6556,A182555,A234659,L7967] Though it is commonly prescribed, its recommendation may have been based on a small amount of evidence and so its prescription is becoming less favourable.[L7982] Dicyclomine was granted FDA approval on 11 May 1950.[L7967]",P11229|P20309|P08172,BE0000092|BE0000045|BE0000560,45|69|128|138|178|189|269|298|318|335|388|409|451|463|482|527|545|565|570|623|631|642|653|716|717|723|737|749|753|775|784|810|811|816|859
DB00496,NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1,"Darifenacin (Enablex?, Novartis) is a medication used to treat urinary incontinence. Darifenacin blocks M3 muscarinic acetylcholine receptors, which mediate bladder muscle contractions. This block reduces the urgency to urinate and so it should not be used in people with urinary retention. It is unknown if M3 receptor selectivity is clinically advantageous in overactive bladder syndrome treatments.",P20309|P11229|P08172|P08173|P08912,BE0000045|BE0000092|BE0000560|BE0000405|BE0000247,32|45|73|109|111|114|119|155|203|227|230|272|278|307|314|316|328|373|378|385|395|396|409|417|418|424|447|465|467|472|482|529|555|563|564|602|650|666|679|716|717|737|763|775|794|804|806|808|810|816|823|836|846|855
DB00732,[O-]S(=O)(=O)C1=CC=CC=C1.[O-]S(=O)(=O)C1=CC=CC=C1.COC1=CC2=C(C=C1OC)C(CC1=CC(OC)=C(OC)C=C1)[N+](C)(CCC(=O)OCCCCCOC(=O)CC[N+]1(C)CCC3=C(C=C(OC)C(OC)=C3)C1CC1=CC(OC)=C(OC)C=C1)CC2,A non-depolarizing neuromuscular blocking agent with short duration of action. Its lack of significant cardiovascular effects and its lack of dependence on good kidney function for elimination provide clinical advantage over alternate non-depolarizing neuromuscular blocking agents.,Q15822,BE0000738,3|6|18|45|59|64|80|87|114|132|144|270|276|295|298|300|301|307|329|378|386|388|391|395|405|424|441|465|482|521|546|564|566|580|581|588|595|622|623|640|656|658|679|697|699|707|711|716|717|737|754|771|775|782|794|807|808|810|816|830|846|853|863
DB00392,CCN(CC)C(C)CN1C2=CC=CC=C2SC2=CC=CC=C12,"Profenamine (also known as ethopropazine) is a medication derived from phenothiazine. It is primarily used as an antidyskinetic to treat Parkinsonism. It is sold under the trade name Parsitan in Canada.[L46812] In the US, the marketing of profenamine has been discontinued.[L46817]",P11229|Q8TCU5|P08172,BE0000092|BE0000641|BE0000560,48|109|114|127|141|170|187|237|238|347|424|448|482|515|544|545|550|564|608|631|654|655|679|716|753|771|775|818|852|875
DB00810,OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1,"A muscarinic antagonist that has effects in both the central and peripheral nervous systems. It has been used in the treatment of arteriosclerotic, idiopathic, and postencephalitic parkinsonism. It has also been used to alleviate extrapyramidal symptoms induced by phenothiazine derivatives and reserpine.",P11229,BE0000092,34|38|52|60|73|107|109|114|189|214|222|245|278|284|328|335|395|413|418|424|456|475|482|528|552|564|599|611|613|661|679|703|716|737|775|802|810|823|855
DB00747,CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,"Scopolamine is a tropane alkaloid isolated from members of the _Solanaceae_ family of plants, similar to [atropine] and [hyoscyamine], all of which structurally mimic the natural neurotransmitter [acetylcholine].[A228423, A228763] Scopolamine was first synthesized in 1959, but to date, synthesis remains less efficient than extracting scopolamine from plants.[A228763] As an acetylcholine analogue, scopolamine can antagonize muscarinic acetylcholine receptors (mAChRs) in the central nervous system and throughout the body, inducing several therapeutic and adverse effects related to alteration of parasympathetic nervous system and cholinergic signalling.[A228758, L31578] Due to its dose-dependent adverse effects, scopolamine was the first drug to be offered commercially as a transdermal delivery system, Scopoderm TTS?, in 1981.[A228423, A228758] As a result of its anticholinergic effects, scopolamine is being investigated for diverse therapeutic applications; currently, it is approved for the prevention of nausea and vomiting associated with motion sickness and surgical procedures.[A228773, L31578] Scopolamine was first approved by the FDA on December 31, 1979, and is currently available as both oral tablets and a transdermal delivery system.[L31578]",P11229|P08172|P20309|P08173|P08912|P43681|P17787|P14410,BE0000092|BE0000560|BE0000045|BE0000405|BE0000247|BE0000849|BE0000850|BE0001176,3|45|52|61|80|109|114|139|170|210|222|298|319|329|389|395|399|409|416|418|424|456|478|482|488|563|564|625|635|679|690|708|716|717|723|737|739|775|797|810|816|848|873
DB00979,CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1,A parasympatholytic anticholinergic used solely to obtain mydriasis or cycloplegia.,P11229,BE0000092,12|45|109|114|138|146|170|178|292|298|318|319|335|386|388|395|424|456|460|469|482|485|564|623|672|679|704|708|716|717|718|737|748|753|775|816|848|859
DB00940,CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12,"Methantheline is a synthetic antispasmodic. Antispasmodics are used to relieve cramps or spasms of the stomach, intestines, and bladder. Methantheline is used to treat intestine or stomach ulcers (peptic ulcer disease), intestine problems (irritable bowel syndrome), pancreatitis, gastritis, biliary dyskinesia, pylorosplasm, or urinary problems (reflex neurogenic bladder in children).",P25021|P08172|P20309|P08173|P08912|P11229,BE0000112|BE0000560|BE0000045|BE0000405|BE0000247|BE0000092,18|45|60|82|114|134|149|188|203|298|332|333|369|381|405|424|438|482|485|545|563|564|607|623|629|664|679|716|717|768|775|796|810|816|863|874|880
DB00209,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1,"Trospium is an antispasmodic agent used to treat the symptoms of overactive bladder, a condition that causes the bladder muscles to contract uncontrollably.[L6208] An overactive bladder leads to an increased urge to urinate, frequent urination, and sometimes, loss of control over urination.[L6208] Trospium is manufactured by _Indevus Pharmaceutical Inc._ and was granted FDA approval in 2007.[L6211]",P20309|P11229,BE0000045|BE0000092,42|45|52|106|114|139|164|207|222|278|284|298|320|324|335|395|396|409|418|424|456|457|460|482|510|564|566|607|625|679|710|717|737|754|767|810|816|855
DB01199,[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CCN1C)C2=C6)=C(O)C=C5)=CC(OC)=C4O)C=C3,"Tubocurarine is a non-depolarizing neuromuscular blocking agent and the first identified curare alkaloid.[A216008] Curare is one of the names used to describe plant-derived poisons used by indigenous South Americans to coat the tips of hunting arrows and darts, which were typically derived from plants of the genera _Chondrodendron_ and _Strychnos_.[A216008] Tubocurarine is a benzylisoquinoline derivative and shares this structural backbone with a number of plant-derived alkaloids, including [morphine] and [papaverine].[A216028] It was first isolated by Harold King in 1935 and was used clinically to induce neuromuscular blockade during surgeries, particularly those involving the abdomen.[A216038] Tubocurarine's clinical use was limited by its relatively long duration of action (30-60 minutes)[A216038] and a number of significant side effects.[A216048] Safer and more pharmacokinetically favorable non-depolarizing neuromuscular blockers, such as [rocuronium], have largely replaced the use of tubocurarine in the clinical setting.[A216048]",Q15822|P46098|P22303|P36544,BE0000738|BE0000311|BE0000426|BE0002341,0|16|17|20|59|73|82|97|109|114|176|194|201|203|207|229|234|246|276|281|292|298|307|332|335|342|354|399|403|405|424|451|456|464|465|478|513|514|521|522|563|566|585|589|595|602|621|622|624|625|640|679|682|699|701|702|707|737|754|767|775|779|810|812|846|856|863|865
DB00572,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,"Atropine is an alkaloid originally synthesized from Atropa belladonna. It is a racemic mixture of d-and l-hyoscyamine, of which only l-hyoscyamine is pharmacologically active.[A251670,L42835] Atropine is generally available as a sulfate salt and can be administered by intravenous, subcutaneous, intramuscular, intraosseous, endotracheal and ophthalmic methods. Oral atropine is only available in combination products.[A251660,L42840] Atropine is a competitive, reversible antagonist of muscarinic receptors that blocks the effects of acetylcholine and other choline esters.[A251660,L42815,L42825,L42835] It has a variety of therapeutic applications, including pupil dilation and the treatment of anticholinergic poisoning and symptomatic bradycardia in the absence of reversible causes.[A251660] Atropine is a relatively inexpensive drug and is included in the World Health Organization List of Essential Medicines.[A251675]",P11229|P08172|P20309|P08173|P08912|P23415|P43681|P17787,BE0000092|BE0000560|BE0000045|BE0000405|BE0000247|BE0000433|BE0000849|BE0000850,3|45|52|109|114|124|139|170|222|298|319|329|389|395|399|409|418|424|456|478|482|534|552|564|625|679|690|708|716|717|723|725|726|737|775|810|816|848|873
DB00908,[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,"Quinidine is a D-isomer of [quinine] present in the bark of the Cinchona tree and similar plant species. This alkaloid was first described in 1848 and has a long history as an antiarrhythmic medication.[A38016,A250050] Quinidine is considered the first antiarrhythmic drug (class Ia) and is moderately efficacious in the acute conversion of atrial fibrillation to normal sinus rhythm.[A38016] It prolongs cellular action potential by blocking sodium and potassium currents. A phenomenon known as ¡°quinidine syncope¡± was first described in the 1950s, characterized by syncopal attacks and ventricular fibrillation in patients treated with this drug.[A38016] Due to its side effects and increased risk of mortality, the use of quinidine was reduced over the next few decades. However, it continues to be used in the treatment of Brugada syndrome, short QT syndrome and idiopathic ventricular fibrillation.[A250050]",Q14524|O00180|Q9Y257|Q12809|P35348|P35368|P25100,BE0000197|BE0000154|BE0000680|BE0000090|BE0000501|BE0000575|BE0000715,20|25|52|56|59|73|109|114|159|170|216|217|244|285|289|298|316|335|355|358|368|409|424|447|454|456|463|504|522|558|560|581|597|621|635|667|672|679|685|702|707|715|737|741|751|769|775|778|810|832|846|876|879
DB00462,[Br-].[H][C@]12C[C@@H](C[C@@]([H])(C3OC13)[N+]2(C)C)OC(=O)[C@H](CO)C1=CC=CC=C1,A muscarinic antagonist used to study binding characteristics of muscarinic cholinergic receptors.,P08172|P11229|P20309,BE0000560|BE0000092|BE0000045,3|20|45|52|61|63|109|114|139|170|222|298|319|329|395|399|405|409|416|418|424|456|482|540|563|564|578|625|679|690|708|716|717|723|737|754|775|797|810|816|831|848|860|873
DB01062,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,"Overactive bladder (OAB) is a common condition negatively impacting the lives of millions of patients worldwide. Due to its urinary symptoms that include nocturia, urgency, and frequency, this condition causes social embarrassment and a poor quality of life.[A185996,A185999] Oxybutynin, also marketed as Ditropan XL, is an anticholinergic medication used for the relief of overactive bladder symptoms that has been optimized for high levels of safety and efficacy since initial FDA approval in 1975.[A183782,L8648] This drug relieves undesirable urinary symptoms, increasing the quality of life for patients affected by OAB. It is often used as first-line therapy for OAB.[A185990]",P20309|P08172|P11229,BE0000045|BE0000560|BE0000092,31|45|114|153|178|189|259|269|278|279|284|298|316|333|335|346|395|408|409|418|424|456|482|515|545|564|565|596|607|628|631|679|701|716|717|737|753|766|767|775|784|810|816|854|855|880
DB00967,ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1,"Desloratadine is a second generation, tricyclic antihistamine that which has a selective and peripheral H1-antagonist action. It is the active descarboethoxy metabolite of loratidine (a second generation histamine). Desloratidine has a long-lasting effect and does not cause drowsiness because it does not readily enter the central nervous system.",P35367,BE0000442,68|97|105|114|127|211|236|241|245|252|286|287|294|303|306|307|406|424|462|465|485|502|564|569|577|620|625|643|672|679|685|737|769|797|812|819|846|862
DB09275,[K+].[K+].[K+].[K+].[K+].[Bi+3].[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O.[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O,A bismuth compound used for peptic ulcer and gastro-oesophageal reflux disease (GORD).,O25926,BE0003089,45|53|185|245|252|336|433|434|462|548|549|679|716|717|720|782|816|855
DB03754,NC(CO)(CO)CO,"An organic amine proton acceptor. It is used in the synthesis of surface-active agents and pharmaceuticals; as an emulsifying agent for cosmetic creams and lotions, mineral oil and paraffin wax emulsions, as a biological buffer, and used as an alkalizer. (From Merck, 11th ed; Martindale, The Extra Pharmacopoeia, 30th ed, p1424)",P05067,BE0003392,126|148|360|399|456|505|716|806|808|855
DB01370,[Al],"A metallic element that has the atomic number 13, atomic symbol Al, and atomic weight 26.98.",P06870|P05067|P02787|P05023,BE0001091|BE0003392|BE0000510|BE0000732,3
DB09104,[OH-].[OH-].[Mg++],"Magnesium hydroxide is an inorganic compound. It is naturally found as the mineral brucite. Magnesium hydroxide can be used as an antacid or a laxative in either an oral liquid suspension or chewable tablet form. Additionally, magnesium hydroxide has smoke suppressing and flame retardant properties and is thus used commercially as a fire retardant. It can also be used topically as a deodorant or for the relief of canker sores (aphthous ulcers).",not_have,not_have,628|712
DB06724,[Ca++].[O-]C([O-])=O,Calcium carbonate is an inorganic salt used as an antacid. It is a basic compound that acts by neutralizing hydrochloric acid in gastric secretions. Subsequent increases in pH may inhibit the action of pepsin. An increase in bicarbonate ions and prostaglandins may also confer cytoprotective effects. Calcium carbonate may also be used as a nutritional supplement or to treat hypocalcemia.,not_have,not_have,45|173|434|576|717|782|816
